"","Rank","Study.Results","Gender","Phases","Funded.Bys","Start.Date","Primary.Completion.Date","Completion.Date","Results.First.Posted","DaysInterval","Country","Multicentric"
"220",226,"No Results Available","All","Phase 2","Other","June 2013",2014-10-01,2014-10-01,NA,NA," India","0"
"221",227,"Has Results","All","Phase 1","Industry","March 25, 2013",2016-08-31,2016-08-31,2017-12-12,468,"Multicentric","1"
"222",228,"No Results Available","All","Phase 1","Industry","January 2014",2017-05-01,2017-07-01,NA,NA,"Multicentric","1"
"223",229,"No Results Available","Female","Phase 3","Other","July 2009",2013-03-01,2015-02-01,NA,NA,"Multicentric","1"
"224",230,"No Results Available","All","Phase 2","Industry","January 2008",2009-05-01,2009-05-01,NA,NA,"Multicentric","1"
"225",231,"No Results Available","All","Phase 2","Industry|Other","June 2011",2014-04-01,2014-04-01,NA,NA,"Multicentric","1"
"226",232,"Has Results","All","Phase 2","Industry","February 2009",2011-03-01,2012-12-01,2012-06-11,468,"Multicentric","1"
"227",233,"Has Results","Male","Phase 2","Industry","October 2010",2012-09-01,2013-10-01,2018-11-02,2253,"Multicentric","1"
"228",234,"No Results Available","All","Phase 1","Other","August 2011",2016-01-01,2016-01-01,NA,NA,"Multicentric","1"
"229",235,"Has Results","Female","Phase 2","Industry|Other","March 2008",2014-12-01,2015-06-01,2016-06-15,562," United States","0"
"230",236,"Has Results","All","Phase 2","Other","July 2011",2014-12-01,2016-03-01,2016-02-04,430," United States","0"
"231",237,"No Results Available","Female","Phase 2|Phase 3","Other","July 2010",2015-05-01,2016-09-01,NA,NA,"Multicentric","1"
"232",238,"No Results Available","Female","Phase 2","Industry","March 2010",2013-06-01,2013-06-01,NA,NA,"Multicentric","1"
"233",240,"No Results Available","All","Phase 2|Phase 3","Industry","February 26, 2015",2017-01-05,2017-01-06,NA,NA,"Multicentric","1"
"234",241,"No Results Available","All","Phase 1|Phase 2","Other","February 2011",2014-12-01,2014-12-01,NA,NA," Republic of","0"
"235",244,"No Results Available","Male","Phase 2","Industry","December 2012",2016-09-01,2016-09-01,NA,NA,"Multicentric","1"
"236",245,"No Results Available","All","Phase 1|Phase 2","Other","February 2014",2015-03-01,2015-03-01,NA,NA," China","0"
"237",246,"No Results Available","All","Phase 1","Industry","July 2015",2016-12-01,2017-01-01,NA,NA,"Multicentric","1"
"238",247,"Has Results","All","Phase 3","Industry","February 21, 2011",2014-05-12,2017-10-20,2015-09-03,479,"Multicentric","1"
"239",248,"Has Results","Female","Phase 2","Industry","December 2015",2017-10-01,2017-10-01,2018-10-23,387,"Multicentric","1"
"240",249,"Has Results","All","Phase 1","Industry","May 25, 2011",2015-09-15,2015-09-15,2017-04-10,573,"Multicentric","1"
"241",250,"Has Results","Female","Phase 2","Industry","September 15, 2008",2013-11-29,2017-12-20,2015-03-19,475,"Multicentric","1"
"242",251,"No Results Available","Female","Phase 3","Industry","July 2009",2011-01-01,2012-02-01,NA,NA,"Multicentric","1"
"243",252,"No Results Available","Female","Phase 1|Phase 2","Other","June 2014",2015-04-01,2015-04-01,NA,NA," China","0"
"244",253,"No Results Available","Female","Phase 2","Industry","July 2008",2009-12-01,2009-12-01,NA,NA,"Multicentric","1"
"245",254,"Has Results","Male","Phase 2","Industry|Other","June 2009",2013-02-01,2013-10-01,2014-04-07,430,"Multicentric","1"
"246",255,"No Results Available","All","Phase 1|Phase 2","Industry","January 2010",2013-01-01,2014-09-01,NA,NA,"Multicentric","1"
"247",256,"Has Results","All","Phase 1|Phase 2","NIH","January 26, 2011",2015-08-31,2016-12-31,2015-12-31,122," United States","0"
"248",257,"No Results Available","Female","Phase 3","Industry","July 2012",2016-07-01,2017-01-01,NA,NA," Japan","0"
"249",258,"Has Results","All","Phase 2","NIH|Other","November 2008",2010-08-01,2013-08-01,2017-04-17,2451,"Multicentric","1"
"250",259,"No Results Available","All","Phase 1","Other","June 2010",2013-10-01,2014-10-01,NA,NA,"Multicentric","1"
"251",260,"No Results Available","All","Phase 1|Phase 2","Industry","December 2010",2013-09-01,2013-09-01,NA,NA,"Multicentric","1"
"252",262,"No Results Available","All","Phase 2","Other","March 2013",2016-06-01,2016-06-01,NA,NA," United States","0"
"253",263,"No Results Available","All","Phase 1|Phase 2","Industry","November 9, 2014",2017-03-31,2017-03-31,NA,NA,"Multicentric","1"
"254",264,"No Results Available","All","Phase 2","Industry","September 2012",2015-07-01,2015-10-01,NA,NA,"Multicentric","1"
"255",265,"No Results Available","All","Phase 1|Phase 2","Other","January 2009",2012-03-01,2012-07-01,NA,NA,"Multicentric","1"
"256",266,"No Results Available","All","Phase 2","Industry","March 2012",2013-10-01,2013-12-01,NA,NA,"Multicentric","1"
"257",267,"No Results Available","All","Phase 1|Phase 2","Industry","November 2013",2015-10-01,NA,NA,NA,"Multicentric","1"
"258",268,"No Results Available","All","Phase 2","Industry|Other","October 2011",2014-12-01,2014-12-01,NA,NA," Republic of","0"
"259",269,"No Results Available","Male","Phase 1","Industry","February 23, 2015",2015-11-19,2018-01-18,NA,NA," Japan","0"
"260",270,"No Results Available","All","Phase 1","Industry","June 2009",2013-01-01,2016-11-01,NA,NA,"Multicentric","1"
"261",271,"No Results Available","All","Phase 1|Phase 2","Other","July 2008",2013-01-01,2013-01-01,NA,NA," United States","0"
"262",272,"Has Results","All","Phase 2","Industry","July 2011",2013-06-01,2016-11-01,2016-08-29,1185,"Multicentric","1"
"263",273,"No Results Available","Female","Phase 1","NIH|Other","August 2009",2010-12-01,2012-04-01,NA,NA," United States","0"
"264",274,"No Results Available","All","Phase 1|Phase 2","Industry","December 2014",2016-05-31,2017-06-23,NA,NA,"Multicentric","1"
"265",276,"No Results Available","Female","Phase 1","Other","January 4, 2008",2016-08-08,2016-08-08,NA,NA," United States","0"
"266",277,"No Results Available","All","Phase 1","Industry","March 2010",2015-01-01,2015-01-01,NA,NA,"Multicentric","1"
"267",278,"No Results Available","All","Phase 1","Industry","July 2010",2012-08-01,2012-08-01,NA,NA,"Multicentric","1"
"268",279,"No Results Available","Female","Phase 1","Industry","January 2012",2014-10-01,2015-06-01,NA,NA,"Multicentric","1"
"269",280,"No Results Available","All","Phase 1|Phase 2","Other","June 2014",2015-05-01,2015-05-01,NA,NA," China","0"
"270",281,"Has Results","Female","Phase 2","Other","April 2008",2012-07-01,2013-05-01,2015-05-29,1062,"Multicentric","1"
"271",282,"No Results Available","Female","Phase 2","Industry|Other","October 2008",2009-07-01,2009-07-01,NA,NA," Netherlands","0"
"272",283,"Has Results","All","Phase 1","Industry","February 2011",2014-06-01,2014-07-01,2015-06-10,374,"Multicentric","1"
"273",284,"No Results Available","Female","Phase 1","Industry","September 2013",2017-06-01,2017-12-01,NA,NA,"Multicentric","1"
"274",285,"No Results Available","Female","Phase 1","Industry","December 2013",2017-03-01,2017-03-21,NA,NA,"Multicentric","1"
"275",286,"No Results Available","Female","Phase 1","Other","November 2009",2011-03-01,2011-03-01,NA,NA," Canada","0"
"276",287,"Has Results","Male","Phase 1|Phase 2","Industry","December 22, 2013",2015-06-04,2017-04-12,2016-09-29,483,"Multicentric","1"
"277",288,"No Results Available","Female","Phase 2","Industry","June 2011",2016-07-01,2016-07-01,NA,NA," Germany","0"
"278",289,"No Results Available","Female","Phase 3","Other","November 2012",2015-12-01,2015-12-01,NA,NA," Republic of","0"
"279",290,"No Results Available","All","Phase 2","Industry|Other","April 2011",2014-11-01,2014-11-01,NA,NA," China","0"
"280",291,"No Results Available","All","Phase 1","Industry","March 5, 2014",2016-08-19,2016-08-19,NA,NA,"Multicentric","1"
"281",292,"No Results Available","All","Phase 2","Industry|Other","October 2010",2016-08-01,2017-08-01,NA,NA," Germany","0"
"282",293,"No Results Available","Male","Phase 1","Other","January 2009",2012-12-01,2012-12-01,NA,NA," France","0"
"283",294,"Has Results","All","Phase 1|Phase 2","Industry","February 2011",2013-05-01,2014-08-01,2018-05-18,1843,"Multicentric","1"
"284",295,"No Results Available","Male","Phase 2","Industry|Other","May 2013",2017-08-01,2017-09-01,NA,NA," Italy","0"
"285",296,"Has Results","All","Phase 2","Industry|Other|NIH","April 2009",2013-01-01,2013-12-01,2017-03-07,1526,"Multicentric","1"
"286",297,"No Results Available","All","Phase 1|Phase 2","Industry","September 2009",2012-06-01,2014-02-01,NA,NA,"Multicentric","1"
"287",298,"Has Results","All","Phase 1","Industry","May 2008",2011-12-01,2012-06-01,2018-08-06,2440,"Multicentric","1"
"288",299,"Has Results","Male","Phase 2","Industry","August 2008",2011-09-01,2011-09-01,2014-06-18,1021,"Multicentric","1"
"289",300,"Has Results","Female","Phase 2","Industry","December 2010",2013-03-01,2016-05-01,2017-03-30,1490,"Multicentric","1"
"290",301,"Has Results","All","Phase 2","NIH|Other","June 2010",2012-06-01,2014-11-01,2017-03-20,1753,"Multicentric","1"
"291",302,"Has Results","Male","Phase 1|Phase 2","Industry","March 2012",2014-07-01,2014-12-01,2015-11-04,491,"Multicentric","1"
"292",303,"Has Results","All","Phase 1|Phase 2","Industry|Other","September 2008",2015-10-01,2015-10-01,2017-07-26,664," United States","0"
"293",304,"No Results Available","All","Phase 3","Industry|Other","January 2011",2012-01-01,2012-06-01,NA,NA," Republic of","0"
"294",305,"Has Results","Female","Phase 2","Industry|Other","June 2010",2012-11-01,2013-03-01,2014-04-09,524," United States","0"
"295",306,"Has Results","All","Phase 4","Industry","June 2014",2015-09-01,2015-09-01,2016-10-25,420,"Multicentric","1"
"296",307,"No Results Available","Male","Phase 3","Industry","August 2013",2015-06-01,2016-08-01,NA,NA,"Multicentric","1"
"297",308,"No Results Available","Male","Phase 2","Industry","December 2013",2015-04-01,2017-03-20,NA,NA,"Multicentric","1"
"298",309,"No Results Available","All","Phase 2","Industry","December 2008",2014-07-01,2014-12-01,NA,NA,"Multicentric","1"
"299",310,"No Results Available","All","Phase 1","Industry|Other","January 2012",2015-02-01,NA,NA,NA," Switzerland","0"
"300",311,"No Results Available","Male","Phase 1|Phase 2","Industry","November 2, 2010",2012-07-12,2014-07-02,NA,NA,"Multicentric","1"
"301",312,"No Results Available","All","Phase 1|Phase 2","Other","August 2009",2017-01-01,2017-01-01,NA,NA,"Multicentric","1"
"302",313,"No Results Available","All","Phase 2|Phase 3","Other","March 8, 2012",2015-11-23,2016-04-27,NA,NA," China","0"
"303",314,"No Results Available","Female","Phase 1","Industry","April 2014",2016-04-01,2016-04-01,NA,NA," United States","0"
"304",315,"Has Results","Male","Phase 1|Phase 2","Industry","March 2011",2013-07-01,2013-07-01,2017-03-29,1367,"Multicentric","1"
"305",316,"No Results Available","Female","Phase 2","Industry|Other","November 2011",2012-10-01,2012-10-01,NA,NA,"Multicentric","1"
"306",317,"No Results Available","All","Phase 1","Industry","November 2011",2013-01-01,2013-01-01,NA,NA,"Multicentric","1"
"307",318,"No Results Available","Female","Phase 2","Other","June 2010",2011-06-01,2011-11-01,NA,NA," China","0"
"308",319,"No Results Available","Female","Phase 1","Industry","November 2009",2012-08-01,2012-10-01,NA,NA,"Multicentric","1"
"309",320,"No Results Available","Female","Phase 1|Phase 2","Industry|Other","March 2010",2014-03-01,2014-03-01,NA,NA," Netherlands","0"
"310",321,"No Results Available","All","Phase 3","Other","February 2009",2013-06-01,2015-01-01,NA,NA," Republic of","0"
"311",322,"No Results Available","Female","Phase 2","Other","September 2011",2012-10-01,2012-10-01,NA,NA," Republic of","0"
"312",323,"Has Results","Male","Phase 2","Industry","May 2012",2015-01-01,2015-01-01,2016-06-01,517," United States","0"
"313",324,"No Results Available","All","Phase 2","Other","January 2011",2013-12-01,2014-03-01,NA,NA," Republic of","0"
"314",325,"No Results Available","Female","Phase 2","Other","November 2011",2012-09-01,2012-11-01,NA,NA," Belgium","0"
"315",326,"No Results Available","All","Phase 3","Industry","June 17, 2012",2014-01-24,2016-05-23,NA,NA,"Multicentric","1"
"316",327,"No Results Available","All","Phase 2","Other","October 2008",2016-03-01,2016-03-01,NA,NA,"Multicentric","1"
"317",328,"No Results Available","Female","Phase 1","Industry","April 30, 2012",2015-12-15,2018-01-22,NA,NA,"Multicentric","1"
"318",329,"No Results Available","All","Phase 1","Industry","December 2010",2014-08-01,2015-02-01,NA,NA,"Multicentric","1"
"319",330,"No Results Available","Male","Phase 3","Other","May 2008",2014-01-01,2014-01-01,NA,NA," Japan","0"
"320",331,"Has Results","Male","Phase 2","Industry","September 2014",2015-11-01,2016-03-01,2017-02-06,463,"Multicentric","1"
"321",332,"No Results Available","All","Phase 2","Other","April 2012",2013-09-01,2013-09-01,NA,NA," United States","0"
"322",333,"No Results Available","Female","Phase 2","Industry|Other","May 2012",2013-11-01,2013-11-01,NA,NA," China","0"
"323",334,"No Results Available","Male","Phase 2","Other","November 2011",2014-12-01,2014-12-01,NA,NA," Finland","0"
"324",335,"No Results Available","All","Phase 1","Industry","November 2013",2017-06-01,2017-06-01,NA,NA,"Multicentric","1"
"325",336,"No Results Available","Female","Phase 3","Other","June 2009",2017-08-01,2017-08-01,NA,NA," China","0"
"326",337,"No Results Available","Female","Phase 3","Other","April 2010",2016-12-01,2016-12-01,NA,NA," China","0"
"327",338,"No Results Available","All","Phase 2","Industry|Other","May 2010",2014-07-01,2014-07-01,NA,NA," Spain","0"
"328",339,"Has Results","Male","Phase 3","Industry","November 2009",2011-11-01,2013-06-01,2015-07-15,1352,"Multicentric","1"
"329",340,"No Results Available","All","Phase 2","Industry","July 21, 2015",2017-05-02,2017-12-11,NA,NA," Brazil","0"
"330",341,"Has Results","Female","Phase 2","Industry","August 2009",2012-01-01,2013-07-01,2015-09-30,1368,"Multicentric","1"
"331",342,"Has Results","All","Phase 4","Industry","July 2012",2013-10-01,2014-04-01,2016-08-19,1053," Republic of","0"
"332",343,"No Results Available","All","Phase 3","Other","January 2010",2012-06-01,2012-06-01,NA,NA," Canada","0"
"333",344,"No Results Available","Male","Phase 2","Industry|Other","May 2011",2012-11-01,2012-11-01,NA,NA," Germany","0"
"334",345,"No Results Available","Male","Phase 4","Industry","January 2011",2013-05-01,2013-12-01,NA,NA," Republic of","0"
"335",346,"No Results Available","All","Phase 1|Phase 2","Other","August 2009",2009-10-01,2009-12-01,NA,NA," Republic of","0"
"336",347,"Has Results","All","Phase 2","Industry|Other","January 2011",2013-09-01,2013-09-01,2015-11-20,810,"Multicentric","1"
"337",348,"No Results Available","Male","Phase 1|Phase 2","Industry","August 2013",2016-05-01,2016-06-01,NA,NA," United States","0"
"338",349,"No Results Available","All","Phase 2","Other","October 2008",2016-03-01,2016-03-01,NA,NA,"Multicentric","1"
"339",350,"No Results Available","All","Phase 2","NIH|Other","May 2009",2015-08-06,2016-04-27,NA,NA,"Multicentric","1"
"340",351,"No Results Available","All","Phase 2","Industry|Other","June 2009",2014-12-01,2016-12-01,NA,NA,"Multicentric","1"
"341",352,"No Results Available","All","Phase 2","Other","February 2010",2012-02-01,2012-02-01,NA,NA," Republic of","0"
"342",353,"No Results Available","All","Phase 2","Other","April 2009",2012-02-01,NA,NA,NA," France","0"
"343",354,"No Results Available","Female","Phase 2","Other","May 2012",2013-11-01,2014-11-01,NA,NA," China","0"
"344",355,"No Results Available","All","Phase 2","Industry|Other","September 2012",2016-02-01,2016-11-01,NA,NA," Republic of","0"
"345",356,"Has Results","Female","Phase 2","Industry","April 2008",2009-08-01,2012-01-01,2011-09-20,780,"Multicentric","1"
"346",357,"No Results Available","All","Phase 1","Other","September 2013",2016-12-01,2017-08-01,NA,NA," China","0"
"347",358,"No Results Available","Female","Phase 2","Other","February 2013",2014-03-01,2014-09-01,NA,NA," Germany","0"
"348",359,"No Results Available","All","Phase 2","NIH|Other","February 2011",2012-06-01,2013-12-01,NA,NA," Spain","0"
"349",360,"No Results Available","Male","Phase 1|Phase 2","Industry","July 2010",2013-01-01,2013-02-01,NA,NA," United States","0"
"350",361,"No Results Available","Male","Phase 2","Industry","March 2008",2011-08-01,2012-04-01,NA,NA,"Multicentric","1"
"351",362,"No Results Available","All","Phase 1","Industry","May 2011",2014-12-01,2014-12-01,NA,NA," United States","0"
"352",363,"No Results Available","All","Phase 1","Industry","April 2008",2008-10-01,2008-10-01,NA,NA," United Kingdom","0"
"353",364,"No Results Available","Male","Phase 1|Phase 2","Industry","January 2012",2013-06-01,2013-09-01,NA,NA,"Multicentric","1"
"354",365,"Has Results","All","Phase 2","Industry","September 2009",2010-12-01,2010-12-01,2014-09-16,1385," Republic of","0"
"355",366,"No Results Available","All","Phase 2","Industry","April 2010",2012-05-01,2012-05-01,NA,NA,"Multicentric","1"
"356",367,"No Results Available","All","Phase 2","Other","October 2008",2011-10-01,2012-03-01,NA,NA," Republic of","0"
"357",368,"No Results Available","All","Phase 1|Phase 2","Industry","December 2011",2013-05-01,2013-05-01,NA,NA," Republic of","0"
